Titre,Prix_CFA,Localisation,Nb_Chambres,Nb_Salles_Bain,Surface_m2,Description
Terrain à vendre ngor Almadie Titre foncier individuel,104000000.0,Ngor Dakar,,,150.0,"Terrain 150m2 situé à NGOR ALMADIE, derrière corps de la paix et du poste de santé de ngor.
À 6 minutes de la corniche Almadie et 7 minutes de l'ambassade des USA
Quartier calme sur une route pavée
Bon emplacement pour projet immobilier
Papier: Titre foncier individuel
Prix: 104Millions"
Appartement à vendre à Virage,189000000.0,Virage Dakar,,,124.0,"Votre agence immobilière Keur Nico vous propose à la vente à Dakar Virage...
Un très bel appartement en rez-de-chaussée, d'une superficie de 124 m², où l'on se sent bien dès les premiers pas.
Ici, tout a été pensé avec goût : une décoration soignée, des volumes agréables, et une atmosphère conviviale qui donne immédiatement envie de s'y installer.
L'appartement se compose de deux chambres, chacune avec sa salle d'eau, d'un joli salon avec cuisine ouverte, créant un espace de vie harmonieux et lumineux.
Mais le vrai coup de cœur... c'est sa magnifique terrasse. Un espace parfaitement aménagé, idéal pour recevoir des amis, partager des repas, profiter des fins de journée dans un cadre agréable et intime.
Un bien rare dans un secteur recherché, parfait pour y vivre à l'année comme pour un investissement locatif de qualité.
📐 Surface : 124 m²"
Dépôt hangar à vendre à centre ville,900000.0,Plateau Dakar,,,150.0,"Hangar dépôt à vendre à Dakar plateau ( centre ville) Rue Félix eboue surface 1150m2 Titre foncier
Idéal pour usine , atelier de production, ou entreprise
Papier: TITRE FONCIER INDIVIDUEL
Prix: 900.000/m2"
"Merveilleux Studio Meublé à Keur Massar, Dakar",17000.0,Keur Massar Dakar,,1.0,38.0,"Appartement moderne et confortable près de la Mosquée Cité Gendarmerie 2
Offrez-vous un séjour agréable dans cet appartement situé dans un quartier résidentiel calme et sécurisé à Dakar. Idéal pour des séjours de courte ou longue durée, il combine élégance, confort et fonctionnalité.
Caractéristiques de l'appartement
Chambres accueillantes : Entièrement meublées, climatisées et équipées pour votre bien-être.
Équipements modernes : Télévision Smart avec accès à des plateformes de streaming et des chaînes internationales, cuisine équipée avec réfrigérateur, micro-ondes et ustensiles complets.
Salle de bain soignée : Eau chaude disponible, avec des serviettes fraîches et impeccables.
Services inclus pour un confort optimal
Nettoyage quotidien avec changement de linge.
Sécurité assurée 24h/24 grâce à un gardien sur place.
Parking privé pour une tranquillité supplémentaire.
Un emplacement stratégique pour tous vos besoins
Cet appartement est situé à proximité immédiate de la Mosquée Cité Gendarmerie 2, dans un environnement pratique et bien desservi :
Restauration à emporter : Une variété de restaurants à proximité pour savourer vos repas préférés chez vous.
Salle de sport : À quelques pas pour maintenir votre forme physique.
Services essentiels : Pharmacies et commerces locaux accessibles à pied.
Station-service et hôpital à proximité : Pour une commodité et une tranquillité d'esprit supplémentaires.
Ce logement, situé dans un immeuble moderne et discret, est parfait pour ceux qui recherchent calme, intimité et commodités haut de gamme. Contactez-nous dès aujourd'hui pour réserver ou découvrir d'autres options disponibles dans le même immeuble !"
"Exceptionnel Appartement Meublé à Keur Massar, Dakar",18500.0,Keur Massar Dakar,,1.0,65.0,"Appartement moderne et confortable près de la Mosquée Cité Gendarmerie 2
Offrez-vous un séjour agréable dans cet appartement situé dans un quartier résidentiel calme et sécurisé à Dakar. Idéal pour des séjours de courte ou longue durée, il combine élégance, confort et fonctionnalité.
Caractéristiques de l'appartement
Chambres accueillantes : Entièrement meublées, climatisées et équipées pour votre bien-être.
Équipements modernes : Télévision Smart avec accès à des plateformes de streaming et des chaînes internationales, cuisine équipée avec réfrigérateur, micro-ondes et ustensiles complets.
Salle de bain soignée : Eau chaude disponible, avec des serviettes fraîches et impeccables.
Services inclus pour un confort optimal
Nettoyage quotidien avec changement de linge.
Sécurité assurée 24h/24 grâce à un gardien sur place.
Parking privé pour une tranquillité supplémentaire.
Un emplacement stratégique pour tous vos besoins
Cet appartement est situé à proximité immédiate de la Mosquée Cité Gendarmerie 2, dans un environnement pratique et bien desservi :
Restauration à emporter : Une variété de restaurants à proximité pour savourer vos repas préférés chez vous.
Salle de sport : À quelques pas pour maintenir votre forme physique.
Services essentiels : Pharmacies et commerces locaux accessibles à pied.
Station-service et hôpital à proximité : Pour une commodité et une tranquillité d'esprit supplémentaires.
Ce logement, situé dans un immeuble moderne et discret, est parfait pour ceux qui recherchent calme, intimité et commodités haut de gamme. Contactez-nous dès aujourd'hui pour réserver ou découvrir d'autres options disponibles dans le même immeuble !"
Grande villa R+1 à usage de bureaux à louer,1500000.0,Yoff Dakar,5.0,5.0,450.0,"Nous vous proposons une villa R+1 d'une superficie de 450 m², destinée à un usage de bureaux, comprenant 6 chambres, 2 salons, 2 cuisines, 5 salles de bain, ainsi qu'un espace de prière (petite mosquée).
La villa est équipée de chauffe-eau et d'un système solaire.
Idéalement située à Yoff, en première position sur la route principale, au cœur d'une zone très accessible, très développée, offrant une excellente visibilité pour des activités professionnelles."
APPARTEMENT,400000.0,Ngor Dakar,2.0,2.0,,"*Vous êtes à la recherche d'un appartement sur la ngor
3elimmmoservice
Vous propose un bien
Dans un immeuble au 1,2,3 4,etage immeuble
👉🏿2chambre
👉🏿 2 salle de bain interne
👉🏿+ 1 toillete visiteur
👉🏿un salon lumineux aéré
👉🏿Une cuisine placard
👉Supreseur d'eau
Loyer : 400.000 mille
Caution :
Fraic d'agence :"
"Maison à vendre à Almadies, Socabec ! #immobilier",485000000.0,Almadies Dakar,,6.0,250.0,"Le marché immobilier de Dakar est en pleine expansion, et les Almadies, avec leur emplacement privilégié près de la mer et de l'école américaine, sont au cœur de cette croissance. Une maison récemment mise en vente dans ce quartier illustre parfaitement cette tendance. Avec une surface de terrain de 250 m² et une surface construite impressionnante de 750 m² répartie sur trois étages, cette propriété offre un espace de vie luxueux et spacieux.
La maison dispose de six chambres, chacune avec sa propre salle de bain, assurant intimité et confort pour les résidents et leurs invités. La présence de deux cuisines, une équipée à la mode européenne et une autre typiquement africaine, témoigne de la fusion des cultures et des goûts qui caractérise la vie moderne à Dakar. Les commodités ne s'arrêtent pas là : un garage ouvert, une piscine rafraîchissante et même une salle de prière sont disponibles pour répondre aux besoins spirituels et pratiques des habitants.
Les Almadies sont connues pour leur tranquillité et leur sécurité, ainsi que pour leur proximité avec des institutions internationales telles que l'école américaine, ce qui en fait un lieu de résidence idéal pour les familles et les professionnels. Cette maison représente une opportunité exceptionnelle pour ceux qui cherchent à investir dans un bien immobilier de prestige dans l'un des quartiers les plus recherchés de Dakar.prix de vente 500 000 000 cfa"
Appartement meublé situé en face de VDN Sipres.,550000.0,VDN Dakar,,1.0,100.0,"Studio Meublé à Louer - VDN
À louer, studio meublé situé au troisième étage sur la VDN, offrant tout le confort nécessaire dans un cadre calme et sécurisé 24h/24.
Caractéristiques :
✅ Entièrement meublé avec toutes les commodités
✅ Cuisine équipée : machine à café, micro-ondes...
✅ IPTV, WiFi, Netflix inclus
✅ Environnement paisible et sécurisé
💰 Tarifs :
• Mensuel :
• Nuitée :
📞 Contactez-nous pour plus d'informations ou une visite !"
"À vendre – Maison à Parcelles Assainies (Unité 10,",58000000.0,Parcelles Assainies Dakar,,4.0,150.0,"À vendre - Maison à Parcelles Assainies (Unité 10, près de chez Modou Lô)
Maison bâtie en 2009, sur titre foncier, située dans un quartier calme et accessible.
• Prix : 60 millions FCFA
• Possibilité de rénovation ou de démolition pour nouvelle construction
• Valeur locative actuelle : 150 000 FCFA / mois
Une belle opportunité d'investissement immobilier à saisir !"
TERRAIN A VENDRE DERRIÈRE STATION EYDON,400000000.0,Almadies Dakar,,,500.0,RÉSERVEZ UNE NOUVELLE VISITE GRATUITE TERRAIN A VENDRE DERRIÈRE STATION EYDON NGOR ALMADIES VUE SUR MER 🌊 500M2 PAPIER TITRE FONCIER INDIVIDUEL IDÉAL POUR TOUTE VOS INVESTISSEMENT EN IMMOBILIER ET RENTABLE TRÈS ACCESSIBLE 400million DISCUTABLE LÉGÈREMENT AVEC DES OPTIONS INFINIES POUR CONSTRUIRE UNE NOUVELLE CONSTRUCTION GLORIEUSE.
Immeuble en finition à vendre – Ouest Foire,360000000.0,Ouest foire Dakar,,8.0,157.0,"🏢 Immeuble en finition à vendre - Ouest Foire
Immeuble R+5 en cours de finition, situé à Ouest Foire, en face de la Foire et à côté de la station Shell.
• Superficie : 157 m²
• Destination : Immeuble commercial et résidentiel
• Composition :
• Rez-de-chaussée et étages inférieurs : plateaux de bureaux
• 4ᵉ et 5ᵉ étages : appartements modernes
• Titre foncier : Disponible
• Prix : 360 millions FCFA
• État : Immeuble vide"
grand appartement standing à louer,1300000.0,Point-e Dakar,3.0,,230.0,"très belle appartement à louer neuf sis au point e, construit sur 230m2 composé de 3chambres toutes avec salle de bain, placard, climatiseur, un grand séjour- salle à mangé donnant une vue magnifique sur la piscine olympique, une grande cuisine semi-équipée avec sa terrasse et sa buanderie, la toilette visiteur et domestique.
l'immeuble a 2 ascenseurs, des places de parking au sous-sol, sécurité h24, groupe électrogène et réserve d'eau."
"très belle ,appartement f4 à louer almadie",1799999.0,Almadies Dakar,3.0,,,"nous mettons en location un belle appartement de type f4 situé au 5eme étage d'un immeuble neuf aux almadies.
il est composé de 3 chambres dont chacune avec sa salle de bain, placard et climatiseur, un grand séjour salle salle à mangé prolongée de sa terrasse, 2 grandes cuisine moderne et équipée, une toilette visiteur et une dépendance domestique.
l'immeubles a des places de parking au sous-sol, un groupe électrogène, un ascenseur, des réservoirs d'eau et un système de sécurité H24
pour plus d'infos nous contacter."
À VENDRE–VILLA DE PRESTIGE À SIPRES MERMOZ,800000000.0,Fenêtre mermoz Dakar,,5.0,500.0,"🏡 À VENDRE - Villa de prestige à SIPRESSE Mermoz (Cité fermée & sécurisée)
Offrez-vous l'exception au cœur de Mermoz, dans l'une des zones résidentielles les plus prisées et sécurisées de Dakar.
✨ Caractéristiques principales :
Superficie terrain : 500 m²
6 grandes chambres lumineuses
2 salons spacieux et élégants
Grande cuisine moderne entièrement équipée
Sous-sol aménagé (espace polyvalent)
Double garage
Jardin paysagé
Piscine privée
🔒 Cité fermée avec sécurité permanente, garantissant calme, intimité et sérénité.
📍 Localisation stratégique - SIPRESSE Mermoz
À proximité immédiate du cinéma Pathé,
Restaurants, commerces et services haut de gamme à quelques minutes,
Quartier résidentiel très recherché par expatriés et cadres.
💰 Prix : 800 000 000 FCFA
🌟 Un bien rare sur le marché, idéal pour résidence principale, ambassade, ou investissement patrimonial de standing.
📞 Contactez-nous dès maintenant pour organiser une visite privée."
Opportunité unique !!!,1200000000.0,Fann Dakar,,,700.0,"VENTE à Fann Résidence près des Ambassades et résidences d'ambassadeurs des Emirats Arabes Unis, Lybie, Egypte, Espagne, Iran, Arabie Saoudite...
TERRAIN 700 m² TF Individuel vue sur mer dans une zone 100% résidentielle, un produit Idéal pour habitation ou projet rentable
Nous avons d'autres opportunités immobilières haut de gamme .
Pour plus d'informations veuillez nous contacter"
📍 VILLA À VENDRE – SACRÉ CŒUR 1 (DAKAR,520000000.0,Sacré-cœur Dakar,,5.0,625.0,"📍 VILLA À VENDRE - SACRÉ CŒUR 1 (DAKAR)
🏡 Opportunité rare pour habitation ou projet immobilier
✅ Superficie : 625 m²
✅ Type de bien : Villa avec terrain constructible
👉 Idéal pour résidence privée ou projet immobilier (immeuble, résidence)
✅ Localisation : Sacré Cœur 1
Quartier résidentiel calme, accessible et très recherché
✅ Document : Titre foncier individuel (TF)
Vente sécurisée
💰 Prix de vente : 520 000 000 FCFA
📞 Contact sérieux uniquement"
Appartements F3 à louer,260000.0,Ouakam Dakar,2.0,,,"Appartements F3 spacieux et lumineux est disponible à la location dans un immeuble neuf situé à Ouakam cité Asecna non loin du stade municipal. L'immeuble est situé en bordure de route, 1ère position, ce qui donne de la valeur au local commercial qui est idéalement placé pour accueillir n'importe quel commerce.
En ce qui concerne les appartements, nous avons trois 2 types de F3 qui sont configurés comme suit:
-Type A: entrée salon, 2 chambres dont une avec salle de bain, 1toilette extérieure et une cuisine.
-Type B: salon, 2 chambres dont une avec salle de bain, 1toilette extérieure et une cuisine"
Superbe appartement au Point E,1200000.0,Point-e Dakar,3.0,,,"🏡 Magnifique F4 à louer - Point E
Découvrez ce superbe appartement F4 situé au 1er étage d'une résidence haut standing avec ascenseur, piscine, salle polyvalente, salle de sport et parking sécurisé 24h/24.
L'appartement comprend :
3 chambres avec salle de bain privative et placards intégrés
Toilette visiteur
Cuisine semi-équipée
Buanderie
Salon lumineux avec balcon
Espace familial convivial
📅 Disponible à partir du 15 décembre, mais les visites sont déjà possibles dès maintenant.
Un cadre moderne, confortable et sécurisé au cœur du Point E - idéal pour une famille ou des expatriés recherchant confort et élégance.
📞 Contactez Home Sweet Home - L'immobilier qui vous ressemble."
